school_name,applications,acceptances,per_pupil_spending,avg_class_size,asian_percent,black_percent,hispanic_percent,multiple_percent,white_percent,rigorous_instruction,collaborative_teachers,supportive_environment,effective_school_leadership,strong_family_community_ties,trust,disability_percent,poverty_percent,ESL_percent,school_size,student_achievement,reading_scores_exceed,math_scores_exceed
P.S. 049 DOROTHY BONAWIT KOLE,43,14,15532.0,29.76,18.6,0.5,24.0,1.3,55.6,3.93,4.42,3.07,3.85,3.81,4.01,15.9,47.5,6.5,1160.0,3.34,0.67,0.68
I.S. 061 LEONARDO DA VINCI,93,2,17705.0,22.0,7.1,2.7,87.9,0.4,1.8,3.66,3.73,3.52,3.61,3.62,3.64,20.5,96.2,31.5,2238.0,3.73,0.34,0.28
I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,394,73,16468.0,24.06,29.1,1.1,57.7,0.7,11.4,3.65,3.57,3.15,2.84,1.97,3.3,19.4,70.3,14.4,1971.0,4.08,0.55,0.51
I.S. 077,61,2,18979.0,22.56,9.2,2.2,78.3,0.4,10.0,3.81,3.93,3.54,3.5,2.93,3.73,28.1,92.1,21.3,1012.0,3.34,0.37,0.3
P.S./I.S. 087 MIDDLE VILLAGE,12,0,22949.0,19.32,3.3,2.1,52.0,1.8,40.8,3.4,4.7,2.89,4.32,4.11,4.0,22.4,63.0,8.6,606.0,2.51,0.57,0.52
I.S. 093 RIDGEWOOD,78,2,17462.0,22.58,9.2,1.9,71.2,0.5,17.2,3.85,3.94,3.24,3.62,3.45,3.99,21.7,94.7,15.3,1099.0,3.24,0.46,0.4
P.S. 102 BAYVIEW,67,17,17688.0,28.48,60.9,2.9,32.0,0.9,3.3,4.17,3.41,4.07,2.83,3.43,3.35,13.3,85.4,14.4,1326.0,4.16,0.61,0.61
P.S./I.S. 113 ANTHONY J. PRANZO,26,2,15862.0,30.34,5.2,1.0,41.9,1.1,50.8,4.15,3.93,4.16,4.29,4.23,4.58,15.2,55.5,5.1,896.0,3.4,0.67,0.66
I.S. 119 THE GLENDALE,104,59,16218.0,26.71,25.8,1.8,30.4,2.6,39.4,4.25,3.96,3.18,4.11,2.62,2.76,8.8,73.3,3.6,1277.0,3.21,0.74,0.73
I.S. 125 THOM J. MCCANN WOODSIDE,272,34,16325.0,26.27,38.2,1.9,54.3,0.9,4.8,4.34,4.41,3.91,3.57,2.87,3.71,16.5,75.7,17.2,1504.0,3.5,0.53,0.49
"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",46,9,15785.0,32.46,3.3,0.5,19.6,0.4,76.2,4.17,3.75,3.42,3.3,3.94,3.03,14.0,36.4,4.0,969.0,3.4,0.78,0.76
CORONA ARTS AND SCIENCES ACADEMY,16,1,23093.0,33.33,2.0,1.1,96.2,0.3,0.4,3.56,3.9,3.82,3.71,3.14,3.93,18.8,97.4,23.9,733.0,3.07,0.38,0.32
"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",35,2,19211.0,31.55,23.8,4.4,55.2,1.4,15.3,3.69,3.67,4.33,3.52,3.67,3.84,15.5,77.0,5.0,665.0,4.33,0.84,0.82
I.S. 025 ADRIEN BLOCK,147,29,17789.0,27.86,53.2,2.5,23.9,0.9,19.5,3.09,3.46,3.55,3.46,3.27,3.17,14.9,58.2,13.0,1028.0,3.41,0.66,0.66
P.S. 164 QUEENS VALLEY,38,6,19557.0,24.31,31.7,4.8,27.1,1.7,34.6,2.73,3.49,2.91,3.39,3.69,3.71,15.3,73.4,15.6,693.0,3.18,0.64,0.63
J.H.S. 185 EDWARD BLEEKER,250,93,15314.0,25.76,55.7,2.6,29.8,0.7,11.2,3.61,4.37,3.74,3.94,3.15,3.81,14.4,76.7,12.5,1521.0,3.76,0.65,0.64
J.H.S. 189 DANIEL CARTER BEARD,97,17,19007.0,22.61,66.0,3.0,27.5,0.5,3.0,3.7,4.0,3.76,3.35,2.53,3.33,16.0,77.2,26.8,771.0,3.12,0.56,0.58
J.H.S. 194 WILLIAM CARR,147,54,16444.0,24.79,38.6,1.3,31.3,1.0,27.7,3.32,3.9,2.97,3.0,2.97,3.06,16.7,59.5,9.0,1241.0,2.89,0.66,0.65
P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY,9,0,21978.0,23.79,14.8,21.6,46.9,2.3,14.4,3.78,4.29,3.37,4.04,3.77,3.7,16.3,72.2,5.2,522.0,2.66,0.57,0.52
P.S. 219 PAUL KLAPPER,29,7,23409.0,21.89,48.3,7.0,28.5,1.1,15.1,3.48,2.64,3.56,3.81,2.87,2.89,27.6,73.5,18.2,642.0,4.38,0.5,0.52
I.S. 237,194,53,17686.0,22.05,74.6,5.9,16.8,0.7,1.9,3.65,3.84,3.02,3.67,2.45,2.78,13.0,84.3,21.7,1368.0,3.18,0.59,0.64
I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,41,2,19854.0,23.5,35.8,23.3,27.3,3.8,9.8,2.87,3.04,2.48,2.89,2.06,3.15,18.8,82.2,15.8,399.0,3.21,0.45,0.38
"QUEENS SCHOOL OF INQUIRY, THE",23,1,17410.0,9.61,40.8,16.1,24.1,1.9,17.0,3.89,4.23,3.73,3.47,3.57,3.69,14.8,59.7,4.7,576.0,2.93,0.64,0.61
EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,70,20,16753.0,27.96,67.3,8.3,18.8,0.9,4.6,3.87,3.98,3.92,2.37,3.3,3.07,13.3,86.3,6.0,649.0,4.13,0.75,0.78
WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,16,1,16645.0,26.48,15.0,3.7,35.6,1.9,43.7,3.48,4.23,3.23,4.11,3.57,3.83,18.7,56.4,1.6,567.0,3.48,0.69,0.63
BELL ACADEMY,69,21,19414.0,30.58,30.9,5.1,31.2,1.6,31.2,4.68,3.98,3.9,3.06,4.29,3.39,24.0,48.3,1.6,375.0,4.61,0.68,0.65
"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",40,13,18680.0,26.63,54.2,20.9,12.8,4.0,8.1,3.63,4.41,4.27,3.53,4.31,3.58,9.3,50.0,6.3,506.0,3.85,0.78,0.8
J.H.S. 067 LOUIS PASTEUR,211,82,15818.0,27.53,60.6,3.7,11.7,1.8,22.1,4.24,3.85,3.9,4.0,3.95,3.71,8.8,40.3,3.9,894.0,3.9,0.83,0.83
J.H.S. 074 NATHANIEL HAWTHORNE,233,95,18300.0,27.08,66.5,4.3,10.7,1.1,17.4,4.24,4.47,3.93,4.02,3.77,3.59,13.2,48.4,7.6,1160.0,3.55,0.79,0.81
M.S. 158 MARIE CURIE,236,84,15763.0,29.47,62.3,4.8,14.8,1.4,16.6,4.22,2.51,3.39,1.5,2.49,2.42,12.8,56.0,7.6,1059.0,3.08,0.76,0.78
IRWIN ALTMAN MIDDLE SCHOOL 172,189,33,16768.0,26.89,63.6,8.8,15.1,1.4,11.0,3.02,2.32,2.8,2.19,3.39,2.46,16.1,62.3,5.0,978.0,3.52,0.7,0.66
P.S./I.S. 178 HOLLISWOOD,23,2,16827.0,30.0,12.9,6.9,10.2,2.5,67.5,4.17,4.22,3.65,3.44,4.11,3.62,14.3,36.7,5.5,566.0,3.48,0.61,0.62
J.H.S. 216 GEORGE J. RYAN,304,95,14916.0,28.42,65.8,4.9,13.2,2.0,14.1,4.67,4.12,3.93,3.57,3.49,3.35,12.7,67.4,6.2,1464.0,4.23,0.74,0.73
P.S./I.S. 266,33,8,19489.0,28.71,40.1,19.9,22.7,2.9,14.5,4.23,4.17,3.4,4.01,4.15,3.6,21.4,53.5,3.1,649.0,3.1,0.7,0.66
P.S./M.S. 042 R. VERNAM,0,0,21265.0,20.6,1.4,72.6,22.6,2.0,1.4,3.63,3.62,3.12,2.91,3.3,3.52,26.1,96.0,3.5,658.0,2.85,0.23,0.19
P.S. 043,7,0,21459.0,21.38,2.4,57.9,33.2,1.6,4.9,2.55,2.97,2.85,2.34,1.8,2.28,20.6,90.9,8.9,901.0,2.8,0.3,0.27
P.S. 047 CHRIS GALAS,0,0,23881.0,23.2,0.5,1.4,18.5,1.4,78.2,4.36,4.65,3.96,4.0,4.55,4.08,25.5,34.3,1.4,216.0,4.35,0.61,0.53
M.S. 053 BRIAN PICCOLO,16,1,24932.0,15.26,1.1,52.1,43.1,2.2,1.5,3.72,3.76,3.24,3.2,3.42,3.46,32.6,80.9,20.6,267.0,2.85,0.15,0.15
P.S. 105 THE BAY SCHOOL,7,0,19708.0,23.15,2.5,62.8,32.5,0.7,1.5,3.03,3.36,2.59,3.42,3.66,3.5,28.8,88.1,5.2,815.0,2.48,0.26,0.21
P.S./M.S. 114 BELLE HARBOR,0,0,20779.0,24.33,0.7,2.1,10.8,1.3,85.1,3.89,4.42,3.55,4.05,3.89,3.81,22.1,24.4,0.4,669.0,3.73,0.73,0.74
P.S. 124 OSMOND A CHURCH,52,2,15951.0,29.96,48.1,20.0,22.1,6.8,3.0,3.12,3.6,3.16,3.23,3.46,3.84,12.1,62.7,7.2,1229.0,2.92,0.54,0.52
M.S. 137 AMERICA'S SCHOOL OF HEROES,179,23,15967.0,26.27,55.0,5.4,33.7,3.5,2.4,4.29,4.4,3.25,3.62,2.79,3.6,15.7,87.7,9.7,1890.0,3.96,0.53,0.45
P.S. 146 HOWARD BEACH,11,0,20691.0,25.45,4.3,2.1,38.6,1.0,54.0,3.59,4.6,2.93,3.73,3.81,3.54,22.1,47.5,1.9,678.0,3.88,0.6,0.54
P.S. 183 DR. RICHARD R. GREEN,0,0,22141.0,20.46,3.0,55.8,31.8,3.8,5.5,2.73,2.44,3.13,2.0,3.3,3.22,32.2,92.8,5.9,525.0,3.78,0.2,0.15
J.H.S. 202 ROBERT H. GODDARD,98,18,16679.0,24.52,34.1,7.4,46.6,5.1,6.8,4.37,4.53,3.74,3.94,3.38,3.46,15.1,79.9,7.8,1097.0,2.81,0.58,0.53
P.S. 207 ROCKWOOD PARK,14,0,24228.0,22.82,3.2,1.3,18.5,1.0,75.9,3.55,4.13,3.89,3.79,3.72,3.43,19.3,34.6,0.6,680.0,2.6,0.7,0.69
J.H.S. 210 ELIZABETH BLACKWELL,169,21,16900.0,25.47,28.8,5.1,59.8,2.7,3.6,2.64,2.32,2.14,2.68,1.72,2.2,16.3,84.5,16.0,1880.0,2.23,0.5,0.46
J.H.S. 226 VIRGIL I. GRISSOM,58,2,18695.0,22.9,24.7,38.2,16.6,18.7,1.9,3.31,3.53,2.73,3.76,2.79,2.78,20.4,90.6,6.3,916.0,2.27,0.43,0.34
P.S. 232 LINDENWOOD,33,2,17295.0,29.26,9.6,8.5,46.8,1.8,33.4,4.83,4.59,4.02,4.17,4.11,4.05,18.1,61.9,4.6,970.0,4.13,0.58,0.51
CHANNEL VIEW SCHOOL FOR RESEARCH,15,1,21414.0,19.45,8.7,42.9,34.3,2.0,12.0,4.38,4.56,3.46,4.0,3.57,3.77,12.8,72.6,2.0,888.0,2.63,0.61,0.54
KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,42,2,16253.0,26.2,3.8,50.0,42.8,1.1,2.3,4.21,3.37,4.5,3.18,4.13,3.25,16.7,82.6,6.4,264.0,4.64,0.44,0.34
HAWTREE CREEK MIDDLE SCHOOL,25,2,23343.0,15.0,32.2,34.7,20.2,11.2,1.6,4.53,4.6,3.91,4.33,4.91,4.39,20.5,91.5,4.4,366.0,2.87,0.48,0.38
ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,13,1,16574.0,9.56,6.3,43.2,43.7,3.0,3.9,3.02,3.56,3.35,3.84,3.46,3.98,15.8,78.6,17.2,639.0,2.96,0.3,0.22
WATERSIDE SCHOOL FOR LEADERSHIP,0,0,21413.0,15.26,1.8,50.9,37.3,1.8,8.3,4.06,4.35,3.56,4.19,4.15,3.68,27.2,89.0,6.1,228.0,3.22,0.3,0.21
VILLAGE ACADEMY,37,2,21886.0,21.6,1.1,56.3,39.3,1.1,2.2,3.93,4.3,3.46,4.13,3.89,4.18,21.7,82.5,17.0,359.0,3.41,0.22,0.15
SCHOLARS' ACADEMY,104,27,13509.0,30.56,19.6,16.8,19.9,1.7,42.0,4.78,4.5,4.22,4.04,4.29,4.03,11.6,47.3,0.1,1376.0,4.61,0.9,0.89
GOLDIE MAPLE ACADEMY,9,0,18842.0,22.54,3.5,69.9,20.8,3.7,2.1,2.26,2.2,2.9,2.36,2.31,1.91,6.8,79.2,0.2,428.0,2.31,0.53,0.46
J.H.S. 008 RICHARD S. GROSSLEY,12,0,22537.0,17.39,17.7,44.8,22.1,14.5,0.9,3.47,3.87,2.69,3.75,2.85,3.83,19.8,90.6,12.7,339.0,3.36,0.36,0.26
CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,37,2,18857.0,21.12,8.8,68.5,14.7,5.9,2.1,3.39,2.62,2.42,2.92,2.35,2.25,29.1,81.3,6.9,375.0,2.77,0.24,0.15
J.H.S. 157 STEPHEN A. HALSEY,249,52,17293.0,22.43,23.2,8.1,24.6,3.6,40.5,4.7,4.06,3.54,3.55,3.6,3.4,14.9,53.4,9.6,1636.0,4.0,0.65,0.62
METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,21,1,17773.0,24.2,19.6,17.1,39.7,6.9,16.6,3.86,4.58,3.94,4.09,3.94,4.02,19.0,71.1,1.9,841.0,1.97,0.61,0.52
J.H.S. 190 RUSSELL SAGE,172,53,17598.0,22.98,33.6,6.6,28.0,3.4,28.3,3.21,2.53,2.17,2.34,1.97,1.65,13.4,42.2,9.5,1055.0,2.92,0.69,0.67
J.H.S. 217 ROBERT A. VAN WYCK,175,24,16911.0,23.99,36.3,16.4,39.6,3.7,4.0,4.73,4.52,3.54,4.35,3.72,4.02,16.0,69.9,16.7,1630.0,3.99,0.44,0.37
YORK EARLY COLLEGE ACADEMY,21,1,15475.0,22.77,28.0,50.6,8.2,11.6,1.5,4.11,3.5,4.05,3.65,4.0,3.49,10.5,71.5,1.1,646.0,3.8,0.67,0.6
THE EMERSON SCHOOL,21,1,25550.0,21.2,19.7,50.7,20.3,7.1,2.2,3.36,3.3,3.11,3.4,2.53,3.34,25.8,85.8,12.6,365.0,3.01,0.3,0.22
QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,24,1,18033.0,13.2,27.9,46.6,15.9,7.9,1.6,3.3,2.53,2.85,2.89,2.94,2.71,16.1,86.1,7.5,671.0,3.86,0.49,0.38
REDWOOD MIDDLE SCHOOL,27,2,20147.0,22.05,16.2,67.0,9.7,4.9,2.3,3.7,3.62,3.35,3.41,3.01,3.76,24.3,68.9,3.9,309.0,3.82,0.33,0.2
M.S. 358,47,2,20147.0,22.05,21.5,29.4,41.5,5.0,2.6,3.73,3.72,3.67,3.54,3.15,3.72,18.9,88.7,15.7,381.0,3.77,0.41,0.32
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,61,23,15678.0,21.34,50.6,27.1,9.7,8.4,4.2,3.51,2.65,3.6,2.85,1.6,1.1,12.2,62.6,1.3,690.0,4.34,0.86,0.85
"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",29,9,15406.0,26.38,36.6,43.9,11.7,5.5,2.3,3.91,4.07,3.91,3.55,3.41,3.53,15.1,79.0,1.4,563.0,3.91,0.79,0.71
I.S. 059 SPRINGFIELD GARDENS,56,2,19921.0,21.04,1.9,86.5,5.6,4.6,1.4,3.59,3.78,3.17,4.05,4.03,3.53,19.3,73.7,2.6,586.0,2.93,0.41,0.23
JEAN NUZZI INTERMEDIATE SCHOOL,117,9,17334.0,24.88,33.2,39.5,19.7,3.8,3.8,3.8,3.39,3.21,3.64,3.04,3.08,14.5,66.7,7.9,1108.0,2.56,0.54,0.41
P.S./I.S. 116 WILLIAM C. HUGHLEY,10,0,18240.0,23.9,6.8,54.0,35.2,2.3,1.6,3.45,3.27,2.75,3.37,3.39,3.17,22.3,78.2,15.9,792.0,2.53,0.34,0.29
P.S./M.S. 138 SUNRISE,10,0,18828.0,24.03,3.0,80.6,11.1,2.1,3.1,3.79,3.94,3.3,3.98,3.98,3.94,17.3,78.6,5.2,763.0,3.06,0.36,0.26
P.S./M.S. 147 RONALD MCNAIR,9,0,17979.0,25.85,2.2,89.0,6.6,1.2,1.0,3.59,3.55,3.16,3.48,2.57,3.19,18.0,72.3,5.2,593.0,1.96,0.42,0.33
I.S. 192 THE LINDEN,18,1,19444.0,18.21,3.7,78.4,9.9,6.8,1.2,3.76,3.72,4.27,3.91,4.52,4.25,22.2,72.0,8.4,486.0,2.65,0.38,0.23
P.S./I.S. 208,28,2,20096.0,27.66,7.8,74.4,13.3,3.4,1.1,4.2,4.34,3.24,3.53,3.83,3.46,18.7,45.8,0.4,707.0,2.54,0.65,0.58
I.S. 238 - SUSAN B. ANTHONY ACADEMY,123,2,17610.0,22.1,28.6,36.7,28.1,4.6,2.1,3.16,3.06,2.56,3.36,2.81,2.81,13.4,89.7,16.7,1404.0,2.47,0.46,0.37
PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,6,0,16418.0,15.64,5.7,85.6,5.0,2.6,1.2,2.92,3.06,3.19,3.03,3.87,3.51,16.3,73.9,3.8,583.0,2.38,0.53,0.4
P.S./I.S. 268,27,1,19097.0,22.52,27.8,28.5,32.1,9.3,2.2,4.09,3.66,3.64,3.87,3.94,3.57,13.9,78.2,16.5,632.0,2.43,0.54,0.5
THE GORDON PARKS SCHOOL,35,2,18383.0,29.0,0.5,96.0,2.1,1.3,0.0,3.51,3.58,3.12,3.45,3.35,3.33,16.1,65.2,0.4,753.0,2.19,0.58,0.46
PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,10,0,17164.0,15.35,2.6,88.4,5.3,3.1,0.7,4.25,4.28,3.33,3.51,3.89,3.14,16.2,68.7,1.5,588.0,3.95,0.53,0.38
QUEENS UNITED MIDDLE SCHOOL,21,1,26059.0,16.0,0.0,88.2,5.9,4.9,1.0,4.28,4.33,2.81,3.88,2.61,3.31,18.6,74.5,2.5,204.0,1.75,0.44,0.29
P.S./I.S. 295,27,2,19399.0,26.48,36.5,24.0,29.4,6.7,3.4,3.5,3.49,3.62,2.14,3.44,2.98,16.7,77.4,9.5,496.0,3.65,0.62,0.57
EAGLE ACADEMY FOR YOUNG MEN III,0,0,22617.0,17.25,1.3,88.5,3.2,5.1,1.9,3.4,2.96,2.96,3.56,3.56,3.17,25.4,71.9,0.8,531.0,2.57,0.34,0.2
COLLABORATIVE ARTS MIDDLE SCHOOL,17,1,19142.0,17.88,1.6,86.6,9.2,2.3,0.3,3.26,4.38,3.7,3.91,3.64,3.75,26.6,77.0,4.6,305.0,2.09,0.39,0.23
COMMUNITY VOICES MIDDLE SCHOOL,9,0,18845.0,20.26,1.7,86.4,9.6,1.7,0.7,2.97,3.53,2.68,2.68,3.33,3.73,26.5,71.2,5.6,302.0,3.12,0.32,0.19
I.S. 010 HORACE GREELEY,56,2,17696.0,23.05,20.0,6.7,56.1,1.1,16.1,3.68,3.94,3.23,3.79,2.73,3.87,17.9,76.9,16.3,741.0,4.09,0.46,0.39
P.S./I.S. 78Q,14,1,20564.0,26.93,22.1,3.7,28.5,5.8,39.9,4.41,3.54,3.5,3.0,4.06,3.08,10.9,26.9,4.5,706.0,3.69,0.76,0.74
P.S. 111 JACOB BLACKWELL,0,0,27276.0,17.35,4.1,49.7,41.8,1.3,3.2,3.33,3.51,3.13,3.67,2.57,2.36,30.4,95.6,14.2,316.0,2.4,0.19,0.17
P.S. 122 MAMIE FAY,74,49,15801.0,30.94,26.2,5.0,20.2,5.2,43.4,4.22,4.2,3.96,3.13,3.55,3.83,9.3,53.3,7.9,1361.0,4.19,0.8,0.81
ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,59,19,21750.0,20.42,28.3,16.7,45.7,0.5,8.8,4.21,3.34,3.14,3.5,2.83,3.48,20.5,86.5,8.4,658.0,3.24,0.48,0.42
P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,28,2,14927.0,23.77,13.1,10.8,74.1,0.5,1.6,3.32,3.43,3.02,2.96,2.65,3.2,15.5,84.9,28.7,1299.0,3.32,0.39,0.36
I.S. 141 THE STEINWAY,170,26,16014.0,23.25,23.7,3.6,33.8,1.5,37.4,4.0,4.35,3.81,3.66,3.72,3.63,13.5,60.7,6.1,1107.0,3.89,0.66,0.6
I.S. 145 JOSEPH PULITZER,137,7,17699.0,24.75,8.5,1.9,87.8,0.4,1.4,3.85,3.29,4.13,2.93,2.7,3.1,15.1,94.7,21.8,1699.0,3.7,0.43,0.37
I.S. 204 OLIVER W. HOLMES,28,2,18779.0,18.05,15.9,16.7,60.3,0.6,6.4,3.52,3.17,2.93,2.81,2.26,2.46,27.1,89.3,17.6,484.0,3.28,0.39,0.32
I.S. 227 LOUIS ARMSTRONG,206,27,19154.0,26.36,13.6,8.2,50.3,1.4,26.5,4.4,4.38,4.13,3.85,3.43,3.62,14.4,72.3,4.0,1586.0,4.55,0.67,0.63
I.S. 230,157,26,17434.0,26.95,33.7,0.5,60.0,1.2,4.7,4.24,4.41,3.78,3.73,2.7,3.61,13.4,81.6,15.0,1296.0,3.59,0.59,0.53
ACADEMY FOR NEW AMERICANS,6,0,22604.0,18.44,19.8,2.0,65.3,0.0,12.9,3.4,3.38,3.83,3.46,3.44,3.87,1.0,96.0,100.0,101.0,3.54,0.46,0.51
"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",29,2,17511.0,14.33,34.7,7.3,39.5,0.9,17.7,3.95,3.65,4.02,3.91,4.34,3.82,12.2,85.1,4.2,565.0,4.38,0.6,0.51
HUNTERS POINT COMMUNITY MIDDLE SCHOOL,65,11,28469.0,19.6,14.0,9.7,48.7,3.6,24.0,3.0,2.41,3.96,2.25,3.61,2.08,23.8,50.8,4.0,421.0,4.59,0.9,0.9
THE 30TH AVENUE SCHOOL (G&T CITYWIDE),39,26,20147.0,22.05,43.8,5.9,9.0,10.1,31.3,3.71,4.77,4.3,4.82,4.48,4.44,5.7,26.9,2.2,457.0,3.41,0.43,0.37
BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,94,62,18734.0,16.67,46.1,3.7,17.0,4.6,28.5,4.38,4.14,3.18,2.75,4.09,3.27,5.2,43.0,1.1,540.0,3.62,0.62,0.59
I.S. R002 GEORGE L. EGBERT,75,2,19556.0,20.77,12.3,7.6,29.0,1.8,49.3,3.92,3.85,3.22,3.81,4.1,4.41,23.9,71.1,7.9,979.0,3.78,0.71,0.73
I.S. 007 ELIAS BERNSTEIN,129,22,19065.0,28.14,5.5,0.6,9.3,1.5,83.1,3.87,4.23,3.77,3.85,4.32,4.15,17.6,36.7,0.9,1163.0,3.66,0.81,0.8
I.S. 024 MYRA S. BARNES,132,11,21749.0,23.51,5.1,1.2,14.8,1.0,77.9,3.69,4.59,3.38,4.13,4.4,4.1,24.5,43.6,2.6,1267.0,3.82,0.66,0.7
I.S. 027 ANNING S. PRALL,77,14,19242.0,21.3,9.0,21.9,40.7,1.4,27.1,3.14,4.02,3.36,3.74,3.87,3.95,24.4,72.4,6.7,1005.0,3.0,0.3,0.22
THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,18,1,20147.0,22.05,4.7,48.6,34.8,2.4,9.5,4.1,4.02,3.79,4.27,4.85,4.39,34.0,82.6,5.5,253.0,2.95,0.66,0.67
I.S. 034 TOTTENVILLE,81,8,20088.0,26.67,4.0,0.6,11.2,0.5,83.6,4.6,4.93,4.19,4.57,4.48,4.57,27.5,34.2,2.1,1091.0,4.47,0.77,0.78
P.S. 048 WILLIAM G. WILCOX,70,9,16643.0,29.29,19.6,3.9,17.5,1.8,57.2,1.86,2.27,2.03,2.78,1.94,2.38,18.8,41.5,7.3,981.0,2.55,0.31,0.21
I.S. 49 BERTA A. DREYFUS,42,2,21610.0,18.49,9.0,34.8,46.1,1.0,9.2,3.75,4.19,3.83,4.7,4.48,4.61,35.5,94.1,13.2,612.0,4.28,0.75,0.79
I.S. 051 EDWIN MARKHAM,101,6,19320.0,19.47,5.6,23.6,44.3,1.3,25.3,3.59,3.95,3.68,4.54,4.34,4.52,29.8,77.7,8.0,1315.0,3.29,0.66,0.71
I.S. 061 WILLIAM A MORRIS,40,2,20038.0,23.2,4.0,32.8,45.6,2.3,15.3,4.34,4.65,3.77,4.35,4.34,4.15,30.2,82.2,11.4,981.0,3.52,0.67,0.59
MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,70,7,21953.0,22.2,8.9,6.5,24.2,1.3,59.0,3.78,4.14,4.25,4.56,4.4,4.33,23.5,37.0,1.1,459.0,4.66,0.57,0.58
I.S. 072 ROCCO LAURIE,139,26,21674.0,24.08,2.9,26.2,36.2,1.4,2.5,3.17,3.17,2.27,3.82,3.93,3.0,20.75,82.85,8.7,537.5,4.03,0.27,0.29
I.S. 075 FRANK D. PAULO,153,46,21509.0,25.81,8.8,1.8,12.3,2.0,75.1,2.12,3.2,2.48,3.1,3.41,3.48,22.6,38.7,1.7,1371.0,2.52,0.26,0.24
THE MICHAEL J. PETRIDES SCHOOL,22,1,21857.0,23.38,8.7,21.2,23.7,3.7,42.7,3.95,4.0,3.49,4.08,4.03,2.8,28.5,47.1,1.4,1313.0,3.85,0.57,0.49
STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,34,2,19670.0,30.7,12.5,20.2,43.0,4.2,20.1,3.37,4.04,3.29,3.48,4.0,4.13,25.1,78.6,3.3,906.0,3.19,0.38,0.33
P.S./I.S. 045 HORACE E. GREENE,24,2,19790.0,25.25,2.9,42.6,49.9,1.2,3.4,2.38,3.37,2.66,2.8,3.14,3.8,18.4,81.6,16.3,681.0,2.92,0.31,0.3
J.H.S. 162 THE WILLOUGHBY,8,0,22791.0,21.0,3.3,5.6,87.5,0.8,2.8,4.19,4.87,3.52,3.71,3.72,4.06,23.9,90.3,18.1,360.0,3.49,0.35,0.33
J.H.S. 291 ROLAND HAYES,8,0,23914.0,17.72,1.1,14.6,82.1,0.7,1.4,3.85,4.28,2.73,3.5,3.71,3.52,25.7,96.8,28.2,280.0,2.64,0.38,0.39
